Unique_ID,Monument_Name,Honoree,City,County,State,Union_or_Confederacy,lat_long,latitude,longitude,long_lat,Monument_Type,Sponsor,Year_Dedicated,Year_Removed,Was_Removed,Latitude,Longitude,Number,Street,City,State,County,Zip,Country
628,Robert E. Lee Drive,Robert E. Lee,Florence,Rankin,MS,South,"32.158946, -90.092581",32.158946,-90.092581,"-90.092581, 32.158946",Highway / Roadway,Unknown,Unknown,,Active,32.159266,-90.092925,166,Highland Dr,Florence,MS,Rankin County,39073,US
629,Robert E. Lee Road,Robert E. Lee,Moss Point,Jackson,MS,South,"30.343652, -88.487347",30.343652,-88.487347,"-88.487347, 30.343652",Highway / Roadway,Unknown,Unknown,,Active,30.343652,-88.487347,,,Pascagoula,MS,Jackson County,39581,US
630,S Van Dorn,Earl Van Dorn,Moss Point,Jackson,MS,South,"30.346587, -88.482411",30.346587,-88.482411,"-88.482411, 30.346587",Highway / Roadway,Unknown,Unknown,,Active,30.346587,-88.482411,,,Pascagoula,MS,Jackson County,39581,US
631,Joseph E. Johnston Road,Joseph Eggleston Johnston,Moss Point,Jackson,MS,South,"30.348880, -88.485189",30.34888,-88.485189,"-88.485189, 30.34888",Highway / Roadway,Unknown,Unknown,,Active,30.34888,-88.485189,,,Pascagoula,MS,Jackson County,39581,US
632,Beauregard Road,Pierre Gustave Toutant-Beauregard,Moss Point,Jackson,MS,South,"30.347954, -88.488411",30.347954,-88.488411,"-88.488411, 30.347954",Highway / Roadway,Unknown,Unknown,,Active,30.347628,-88.487468,250,Industrial Rd,Pascagoula,MS,Jackson County,39581,US
633,Forrest Road,Nathan Bedford Forrest,Moss Point,Jackson,MS,South,"30.410493, -88.561304",30.410493,-88.561304,"-88.561304, 30.410493",Highway / Roadway,Unknown,Unknown,,Active,30.410573,-88.56187,4801,Forrest St,Moss Point,MS,Jackson County,39563,US
634,Anderson Road,Richard Heron Anderson,Moss Point,Jackson,MS,South,"30.356126, -88.485210",30.356126,-88.48521,"-88.48521, 30.356126",Highway / Roadway,Unknown,Unknown,,Active,30.356126,-88.48521,,,Pascagoula,MS,Jackson County,39581,US
635,Pemberton Road,John C. Pemberton,Moss Point,Jackson,MS,South,"30.349628, -88.486139",30.349628,-88.486139,"-88.486139, 30.349628",Highway / Roadway,Unknown,Unknown,,Active,30.349628,-88.486139,,,Pascagoula,MS,Jackson County,39581,US
637,Ewell Road,Richard Stoddert Ewell,Moss Point,Jackson,MS,South,"30.351158, -88.493194",30.351158,-88.493194,"-88.493194, 30.351158",Highway / Roadway,Unknown,Unknown,,Active,30.351158,-88.493194,,,Pascagoula,MS,Jackson County,39581,US
638,Cleburne Road,Patrick Cleburne,Moss Point,Jackson,MS,South,"30.353092, -88.490756",30.353092,-88.490756,"-88.490756, 30.353092",Highway / Roadway,Unknown,Unknown,,Active,30.353092,-88.490756,,,Pascagoula,MS,Jackson County,39581,US
639,Early Road,Jubal Anderson Early,Moss Point,Jackson,MS,South,"30.350799, -88.491969",30.350799,-88.491969,"-88.491969, 30.350799",Highway / Roadway,Unknown,Unknown,,Active,30.350799,-88.491969,,,Pascagoula,MS,Jackson County,39581,US
640,Barron Road,Samuel Barron,Moss Point,Jackson,MS,South,"30.461837, -88.547592",30.461837,-88.547592,"-88.547592, 30.461837",Highway / Roadway,Unknown,Unknown,,Active,30.461735,-88.547274,8304,Barron Rd,Moss Point,MS,Jackson County,39562,US
641,Hood Road,John Bell Hood,Moss Point,Jackson,MS,South,"30.348642, -88.490714",30.348642,-88.490714,"-88.490714, 30.348642",Highway / Roadway,Unknown,Unknown,,Active,30.348642,-88.490714,,,Pascagoula,MS,Jackson County,39581,US
642,Bragg Road,Braxton Bragg,Moss Point,Jackson,MS,South,"30.494863, -88.423450",30.494863,-88.42345,"-88.42345, 30.494863",Highway / Roadway,Unknown,Unknown,,Active,30.494816,-88.42331,9962,Bragg Rd,Moss Point,MS,Jackson County,39562,US
643,Breckinridge Road,John C. Breckinridge,Moss Point,Jackson,MS,South,"30.346201, -88.490456",30.346201,-88.490456,"-88.490456, 30.346201",Highway / Roadway,Unknown,Unknown,,Active,30.346201,-88.490456,,,Pascagoula,MS,Jackson County,39581,US
644,Kirby Smith Road,Edmund Kirby Smith,Moss Point,Jackson,MS,South,"30.353388, -88.486377",30.353388,-88.486377,"-88.486377, 30.353388",Highway / Roadway,Unknown,Unknown,,Active,30.353388,-88.486377,,,Pascagoula,MS,Jackson County,39581,US
645,Magruder Road,John B. Magruder,Moss Point,Jackson,MS,South,"30.352766, -88.486587",30.352766,-88.486587,"-88.486587, 30.352766",Highway / Roadway,Unknown,Unknown,,Active,30.352766,-88.486587,,,Pascagoula,MS,Jackson County,39581,US
646,Pickett Road,George Pickett,Moss Point,Jackson,MS,South,"30.348198, -88.486202",30.348198,-88.486202,"-88.486202, 30.348198",Highway / Roadway,Unknown,Unknown,,Active,30.347628,-88.487468,250,Industrial Rd,Pascagoula,MS,Jackson County,39581,US
647,Robert E. Lee Road,Robert E. Lee,Hattiesburg,Forrest,MS,South,"31.169621, -89.295132",31.169621,-89.295132,"-89.295132, 31.169621",Highway / Roadway,Unknown,Unknown,,Active,31.169584,-89.295101,78,Robert E Lee Rd,Hattiesburg,MS,Forrest County,39401,US
648,Bedford Forrest Road,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.169563, -89.293221",31.169563,-89.293221,"-89.293221, 31.169563",Highway / Roadway,Unknown,Unknown,,Active,31.169466,-89.293109,13,Bedford Forrest Ln,Hattiesburg,MS,Forrest County,39401,US
649,Jeff Davis School Road,Jefferson Davis,Meridian,Lauderdale,MS,South,"32.347456, -88.568872",32.347456,-88.568872,"-88.568872, 32.347456",Highway / Roadway,Unknown,Unknown,,Active,32.347508,-88.568912,1808,Jeff Davis School Rd,Meridian,MS,Lauderdale County,39301,US
650,Jeff Davis Road,Jefferson Davis,De Kalb,Kemper,MS,South,"32.770771, -88.886201",32.770771,-88.886201,"-88.886201, 32.770771",Highway / Roadway,Unknown,Unknown,,Active,32.770731,-88.88581,211,Jeff Davis Rd,De Kalb,MS,Kemper County,39328,US
651,Jeff Davis Road,Jefferson Davis,Prairie,Monroe,MS,South,"33.802171, -88.660881",33.802171,-88.660881,"-88.660881, 33.802171",Highway / Roadway,Unknown,Unknown,,Active,33.7967,-88.660272,10066,Jeff Davis Rd,Prairie,MS,Monroe County,39756,US
652,Jeff Davis Road,Jefferson Davis,Duck Hill,Montgomery,MS,South,"33.629641, -89.708918",33.629641,-89.708918,"-89.708918, 33.629641",Highway / Roadway,Unknown,Unknown,,Active,33.630099,-89.707954,310,Us Hwy 51,Duck Hill,MS,Montgomery County,38925,US
653,Jeff Davis Road,Jefferson Davis,Hollandale,Washington,MS,South,"33.225291, -91.009821",33.225291,-91.009821,"-91.009821, 33.225291",Highway / Roadway,Unknown,Unknown,,Active,33.225622,-91.006571,83,Jeff Davis Rd,Hollandale,MS,Washington County,38748,US
654,Jefferson Davis Avenue,Jefferson Davis,Biloxi,Harrison,MS,South,"30.396828, -88.931328",30.396828,-88.931328,"-88.931328, 30.396828",Highway / Roadway,Unknown,Unknown,,Active,30.396777,-88.9315,175,Jefferson Davis,Biloxi,MS,Harrison County,39530,US
669,Confederate Memorial Day*,No specific honoree,Jackson,Hinds,MS,South,"32.303980, -90.182060",32.30398,-90.18206,"-90.18206, 32.30398",Holiday / Observances,Unknown,Unknown,,Active,32.302599,-90.182673,321,N Congress St,Jackson,MS,Hinds County,39201,US
656,Jefferson Davis Drive,Jefferson Davis,Indianola,Sunflower,MS,South,"33.465340, -90.649846",33.46534,-90.649846,"-90.649846, 33.46534",Highway / Roadway,Unknown,Unknown,,Active,33.4651,-90.650753,159,Jefferson Davis Dr,Indianola,MS,Sunflower County,38751,US
657,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Indianola,Sunflower,MS,South,"33.464473, -90.649642",33.464473,-90.649642,"-90.649642, 33.464473",Highway / Roadway,Unknown,Unknown,,Active,33.464807,-90.648536,149,Stonewall Dr,Indianola,MS,Sunflower County,38751,US
658,Jefferson Davis Parkway,Jefferson Davis,Picayune,Pearl River,MS,South,"30.507531, -89.678804",30.507531,-89.678804,"-89.678804, 30.507531",Highway / Roadway,Unknown,Unknown,,Active,30.506995,-89.678801,150,Jefferson Davis Pkwy,Picayune,MS,Pearl River County,39466,US
660,Pemberton Place,John C. Pemberton,Picayune,Pearl River,MS,South,"30.505439, -89.677142",30.505439,-89.677142,"-89.677142, 30.505439",Highway / Roadway,Unknown,Unknown,,Active,30.505346,-89.677695,559,Pemberton Pl,Picayune,MS,Pearl River County,39466,US
661,Jeff Davis Avenue,Jefferson Davis,Waveland,Hancock,MS,South,"30.292910, -89.370840",30.29291,-89.37084,"-89.37084, 30.29291",Highway / Roadway,Unknown,Unknown,,Active,30.29268,-89.370485,339,Jeff Davis Ave,Waveland,MS,Hancock County,39576,US
662,Jeff Davis Drive,Jefferson Davis,Bay St. Louis,Hancock,MS,South,"30.289330, -89.427625",30.28933,-89.427625,"-89.427625, 30.28933",Highway / Roadway,Unknown,Unknown,,Active,30.289268,-89.427935,6006,E Kemper St,Bay Saint Louis,MS,Hancock County,39520,US
663,Jeff Davis Road,Jefferson Davis,Leakesville,Greene,MS,South,"31.156058, -88.615774",31.156058,-88.615774,"-88.615774, 31.156058",Highway / Roadway,Unknown,Unknown,,Active,31.155459,-88.616303,488,Jeff Davis Rd,Leakesville,MS,Greene County,39451,US
664,Jeff Davis Avenue,Jefferson Davis,Long Beach,Harrison,MS,South,"30.348290, -89.149984",30.34829,-89.149984,"-89.149984, 30.34829",Highway / Roadway,Unknown,Unknown,,Active,30.348129,-89.150354,308,Jeff Davis Ave,Long Beach,MS,Harrison County,39560,US
665,Jeff Davis Parkway,Jefferson Davis,Beaumont,Perry,MS,South,"31.164693, -88.924165",31.164693,-88.924165,"-88.924165, 31.164693",Highway / Roadway,Unknown,Unknown,,Active,31.164699,-88.92389,626,Jeff Davis Pkwy,Beaumont,MS,Perry County,39423,US
666,Robert E Lee Street,Robert E. Lee,Beaumont,Perry,MS,South,"31.167213, -88.923767",31.167213,-88.923767,"-88.923767, 31.167213",Highway / Roadway,Unknown,Unknown,,Active,31.167209,-88.923679,560,Robert E Lee,Beaumont,MS,Perry County,39423,US
668,Lee Highway,Robert E. Lee,Walnut,Tippah,MS,South,"36.520144, -82.741724",36.520144,-82.741724,"-82.741724, 36.520144",Highway / Roadway,Unknown,Unknown,,Active,36.520024,-82.741463,,US 11w,Church Hill,TN,Hawkins County,37642,US
670,Lee's Birthday*,Robert E. Lee,Jackson,Hinds,MS,South,"32.303543, -90.182135",32.303543,-90.182135,"-90.182135, 32.303543",Holiday / Observances,Unknown,Unknown,,Active,32.302599,-90.182673,321,N Congress St,Jackson,MS,Hinds County,39201,US
682,Confederate Monument,No specific honoree,Jackson,Hinds,MS,South,"32.298472, -90.180019",32.298472,-90.180019,"-90.180019, 32.298472",Monument,United Daughters of the Confederacy and the state of Mississippi,1891,,Active,32.299188,-90.17966,100,S State St,Jackson,MS,Hinds County,39201,US
672,Armory's Tribute to the Heroes of 1861-1865,No specific honoree,Armory,Monroe,MS,South,"33.985021, -88.489160",33.985021,-88.48916,"-88.48916, 33.985021",Monument,City of Armory,1924,,Active,33.985057,-88.488982,149,State Hwy 25,Amory,MS,Monroe County,38821,US
673,Our Heroes Monument,No specific honoree,Brooksville,Noxubee,MS,South,"33.234579, -88.577889",33.234579,-88.577889,"-88.577889, 33.234579",Monument,Unknown,1911,,Active,33.234536,-88.577309,100,Wilbrook Rd,Brooksville,MS,Noxubee County,39739,US
675,Corinth Confederate Memorial,No specific honoree,Corinth,Alcorn,MS,South,"34.931100, -88.518333",34.9311,-88.518333,"-88.518333, 34.9311",Monument,unknown,1992,,Active,34.931261,-88.51808,149,State Hwy 785,Corinth,MS,Alcorn County,38834,US
676,Confederate Soldiers Monument,No specific honoree,Duck Hill,Montgomery,MS,South,"33.633200, -89.710000",33.6332,-89.71,"-89.71, 33.6332",Monument,Unknown,1908,,Active,33.633268,-89.710031,133,Church St,Duck Hill,MS,Montgomery County,38925,US
677,Confederate Soldier Sculpture,No specific honoree,Fayette,Jefferson,MS,South,"31.711656, -91.061426",31.711656,-91.061426,"-91.061426, 31.711656",Monument,Unknown,1904,,Active,31.711757,-91.061218,401,State Hwy 553,Fayette,MS,Jefferson County,39069,US
678,Confederate Monument,No specific honoree,Grenada,Grenada,MS,South,"33.784817, -89.802333",33.784817,-89.802333,"-89.802333, 33.784817",Monument,Grenada County,1910,,Active,33.784928,-89.802051,42,S Main St,Grenada,MS,Grenada County,38901,US
679,Forrest County Confederate Memorial,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.327563, -89.291463",31.327563,-89.291463,"-89.291463, 31.327563",Monument,United Daughters of the Confederacy,1910,,Active,31.327316,-89.291337,630,Main St,Hattiesburg,MS,Forrest County,39401,US
680,Confederate Statue,No specific honoree,Heidelberg,Jasper,MS,South,"31.896997, -88.995063",31.896997,-88.995063,"-88.995063, 31.896997",Monument,United Daughters of the Confederacy,1911,,Active,31.896889,-88.995329,1150,State Hwy 528,Heidelberg,MS,Jasper County,39439,US
716,Women of the Confederacy Monument,No specific honoree,Jackson,Hinds,MS,South,"32.303317, -90.182183",32.303317,-90.182183,"-90.182183, 32.303317",Monument,United Confederate Veterans,1917,,Active,32.302599,-90.182673,321,N Congress St,Jackson,MS,Hinds County,39201,US
683,Confederate Monument,No specific honoree,Liberty,Amite,MS,South,"31.158678, -90.809088",31.158678,-90.809088,"-90.809088, 31.158678",Monument,Amite County Monument and Historical Association,1871,,Active,31.159109,-90.808849,1380,Broken St,Liberty,MS,Amite County,39645,US
684,Confederate Monument,No specific honoree,Louisville,Winston,MS,South,"33.123516, -89.053260",33.123516,-89.05326,"-89.05326, 33.123516",Monument,J.P. Cagle and citizens of Winston County,1921,,Active,33.123495,-89.053257,100,N Columbus Ave,Louisville,MS,Winston County,39339,US
685,Confederate Monument,No specific honoree,Natchez,Adams,MS,South,"31.558294, -91.401060",31.558294,-91.40106,"-91.40106, 31.558294",Monument,"Confederate Memorial Association of Natchez and Adams County, Mississippi",1890,,Active,31.558628,-91.400998,673,Main St,Natchez,MS,Adams County,39120,US
686,Our Confederate Dead Confederate Memorial,No specific honoree,Okolona,Chickasaw,MS,South,"34.004194, -88.746679",34.004194,-88.746679,"-88.746679, 34.004194",Monument,United Daughters of the Confederacy,1905,,Active,34.004249,-88.746705,182,W Main St,Okolona,MS,Chickasaw County,38860,US
687,Claiborne County's Tribute to Her Sons Who Served in the War of 1861-65,No specific honoree,Port Gibson,Claiborne,MS,South,"31.962067, -90.983633",31.962067,-90.983633,"-90.983633, 31.962067",Monument,United Daughters of the Confederacy,1906,,Active,31.962119,-90.98348,247,Orange St,Port Gibson,MS,Claiborne County,39150,US
688,Confederate Monument,No specific honoree,University,Lafayette,MS,South,"34.365235, -89.534241",34.365235,-89.534241,"-89.534241, 34.365235",Monument,United Daughters of the Confederacy,1906,,Active,34.36719,-89.532778,203,Sorority Row,University,MS,Lafayette County,38677,US
689,Vaiden Confederate Monument,No specific honoree,Vaiden,Carroll,MS,South,"33.331814, -89.742490",33.331814,-89.74249,"-89.74249, 33.331814",Monument,United Daughters of the Confederacy,1912,,Active,33.331803,-89.742744,529,Stonewall St,Vaiden,MS,Carroll County,39176,US
690,Confederate Monument,No specific honoree,West Point,Clay,MS,South,"33.605549, -88.647871",33.605549,-88.647871,"-88.647871, 33.605549",Monument,United Daughters of the Confederacy,1907,,Active,33.605707,-88.648172,238,Commerce St,West Point,MS,Clay County,39773,US
691,Confederate Monument,No specific honoree,Yazoo City,Yazoo,MS,South,"32.850567, -90.411667",32.850567,-90.411667,"-90.411667, 32.850567",Monument,"United Daughters of the Confederacy, United Confederate Veterans, and Sons of Confederate Veterans, and people of Yazoo County",1909,,Active,32.850607,-90.412103,411,N Main St,Yazoo City,MS,Yazoo County,39194,US
692,Brandon Confederate Monument,No specific honoree,Brandon,Rankin,MS,South,"32.273374, -89.986340",32.273374,-89.98634,"-89.98634, 32.273374",Monument,United Daughters of the Confederacy,1907,,Active,32.273684,-89.98644,117,N Timber St,Brandon,MS,Rankin County,39042,US
693,Confederate Monument,No specific honoree,Charleston,Tallahatchie,MS,South,"33.970817, -90.369449",33.970817,-90.369449,"-90.369449, 33.970817",Monument,United Daughters of the Confederacy,1913,,Active,33.970853,-90.370031,500,Wayne St,Webb,MS,Tallahatchie County,38966,US
694,Confederate Monument,No specific honoree,Cleveland,Bolivar,MS,South,"33.744383, -90.724067",33.744383,-90.724067,"-90.724067, 33.744383",Monument,United Daughters of the Confederacy,1908,,Active,33.744156,-90.723844,101,N Pearman Ave,Cleveland,MS,Bolivar County,38732,US
695,Lowndes County Confederate Monument,No specific honoree,Columbus,Lowndes,MS,South,"33.496567, -88.428267",33.496567,-88.428267,"-88.428267, 33.496567",Monument,United Daughters of the Confederacy,1912,,Active,33.496279,-88.428409,225,Us Hwy 45,Columbus,MS,Lowndes County,39705,US
696,Colonel Rogers Statue,William P. Rogers,Corinth,Alcorn,MS,South,"34.934916, -88.519355",34.934916,-88.519355,"-88.519355, 34.934916",Monument,United Confederate Veterans,1896,,Active,34.934773,-88.519363,606,E Waldron St,Corinth,MS,Alcorn County,38834,US
697,Confederate Monument,No specific honoree,Ellisville,Jones,MS,South,"31.599939, -89.199780",31.599939,-89.19978,"-89.19978, 31.599939",Monument,United Daughters of the Confederacy,1912,,Active,31.599499,-89.199039,698,Court St,Ellisville,MS,Jones County,39437,US
698,Confederate Monument,No specific honoree,Greenville,Washington,MS,South,"33.407517, -91.053233",33.407517,-91.053233,"-91.053233, 33.407517",Monument,United Daughters of the Confederacy,1909,,Active,33.407319,-91.053537,949,Washington Ave,Greenville,MS,Washington County,38701,US
699,Confederate Monument,No specific honoree,Greenwood,Leflore,MS,South,"33.520600, -90.183983",33.5206,-90.183983,"-90.183983, 33.5206",Monument,United Daughters of the Confederacy,1913,,Active,33.520691,-90.183926,148,Fulton St,Greenwood,MS,Leflore County,38930,US
700,Confederate Monument,No specific honoree,Gulfport,Harrison,MS,South,"30.373050, -89.090467",30.37305,-89.090467,"-89.090467, 30.37305",Monument,"United Daughters of the Confederacy and the Board of Supervisors of Harrison County, Mississippi",1911,,Active,30.373018,-89.089889,1816,23rd Ave,Gulfport,MS,Harrison County,39501,US
702,Confederate Monument,No specific honoree,Hazlehurst,Copiah,MS,South,"31.859932, -90.396764",31.859932,-90.396764,"-90.396764, 31.859932",Monument,United Daughters of the Confederacy,1917,,Active,31.85961,-90.39688,119,Downing St,Hazlehurst,MS,Copiah County,39083,US
703,Confederate Monument,No specific honoree,Kosciusko,Attala,MS,South,"33.058705, -89.592577",33.058705,-89.592577,"-89.592577, 33.058705",Monument,United Daughters of the Confederacy,1911,,Active,33.05862,-89.593305,121,N Wells St,Kosciusko,MS,Attala County,39090,US
704,Confederate Memorial,No specific honoree,Laurel,Jones,MS,South,"31.694451, -89.130972",31.694451,-89.130972,"-89.130972, 31.694451",Monument,United Daughters of the Confederacy,1912,,Active,31.694465,-89.131174,470,N 5th Ave,Laurel,MS,Jones County,39440,US
705,Confederate Monument,No specific honoree,Lexington,Holmes,MS,South,"33.112930, -90.053045",33.11293,-90.053045,"-90.053045, 33.11293",Monument,United Daughters of the Confederacy and United Confederate Veterans,1908,,Active,33.113244,-90.052858,300,State Hwy 12,Lexington,MS,Holmes County,39095,US
706,Confederate Memorial Monument,No specific honoree,Macon,Noxubee,MS,South,"33.106083, -88.560867",33.106083,-88.560867,"-88.560867, 33.106083",Monument,United Daughters of the Confederacy,1901,,Active,33.106169,-88.560862,149,E Martin Luther King St,Macon,MS,Noxubee County,39341,US
707,Confederate Monument,No specific honoree,Meridian,Lauderdale,MS,South,"32.365100, -88.699050",32.3651,-88.69905,"-88.69905, 32.3651",Monument,Lauderdale County,1912,,Active,32.364652,-88.699159,505,Constitution Ave,Meridian,MS,Lauderdale County,39301,US
727,Lee Elementary School,Robert E. Lee,Jackson,Hinds,MS,South,"32.243439, -90.222045",32.243439,-90.222045,"-90.222045, 32.243439",School,Unknown,1903,,Active,32.243408,-90.221277,330,Judy St,Jackson,MS,Hinds County,39212,US
709,Confederate Monument,No specific honoree,Philadelphia,Neshoba,MS,South,"32.771498, -89.110337",32.771498,-89.110337,"-89.110337, 32.771498",Monument,Unknown,1912,,Active,32.771532,-89.110031,407,Center Ave,Philadelphia,MS,Neshoba County,39350,US
710,Pontotoc Confederate Monument,No specific honoree,Pontotoc,Pontotoc,MS,South,"34.247683, -88.998367",34.247683,-88.998367,"-88.998367, 34.247683",Monument,United Daughters of the Confederacy,1919,,Active,34.248187,-88.998447,14,E Marion St,Pontotoc,MS,Pontotoc County,38863,US
711,Confederate Monument,No specific honoree,Quitman,Clarke,MS,South,"32.039925, -88.727921",32.039925,-88.727921,"-88.727921, 32.039925",Monument,United Daughters of the Confederacy,1911,,Active,32.040258,-88.727266,114,W Church St,Quitman,MS,Clarke County,39355,US
712,Confederate Monument,No specific honoree,Raymond,Hinds,MS,South,"32.260450, -90.423600",32.26045,-90.4236,"-90.4236, 32.26045",Monument,United Daughters of the Confederacy,1908,,Active,32.26004,-90.424057,140,Main St,Raymond,MS,Hinds County,39154,US
713,Confederate Monument,No specific honoree,Ripley,Tippah,MS,South,"34.730701, -88.948550",34.730701,-88.94855,"-88.94855, 34.730701",Monument,United Daughters of the Confederacy,1911,,Active,34.731015,-88.948263,100,N Commerce St,Ripley,MS,Tippah County,38663,US
714,Confederate Monument,No specific honoree,Sumner,Tallahatchie,MS,South,"33.970817, -90.369450",33.970817,-90.36945,"-90.36945, 33.970817",Monument,United Daughters of the Confederacy,1913,,Active,33.970853,-90.370031,500,Wayne St,Webb,MS,Tallahatchie County,38966,US
715,Confederate Monument,No specific honoree,Tupelo,Lee,MS,South,"34.258450, -88.705167",34.25845,-88.705167,"-88.705167, 34.25845",Monument,United Daughters of the Confederacy and Sons of the Confederacy,1906,,Active,34.258272,-88.705395,200,N Broadway St,Tupelo,MS,Lee County,38804,US
728,Davis Magnet School,Jefferson Davis,Jackson,Hinds,MS,South,"32.307947, -90.180916",32.307947,-90.180916,"-90.180916, 32.307947",School,Unknown,1906,2017,Removed,32.307566,-90.180655,745,N President St,Jackson,MS,Hinds County,39202,US
718,Confederate Memorial Statue,No specific honoree,Winona,Montgomery,MS,South,"33.482889, -89.729047",33.482889,-89.729047,"-89.729047, 33.482889",Monument,United Daughters of the Confederacy,1909,,Active,33.48289,-89.728911,128,N Quitman St,Winona,MS,Montgomery County,38967,US
719,City of Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Clarke,MS,South,"32.135020, -88.788992",32.13502,-88.788992,"-88.788992, 32.13502",City,Unknown,1868,,Active,32.135519,-88.788629,334,School St,Stonewall,MS,Clarke County,39363,US
720,Confederate Memorial Building,No specific honoree,Greenwood,Leflore,MS,South,"33.518833, -90.185533",33.518833,-90.185533,"-90.185533, 33.518833",Building,United Daughters of the Confederacy and the Women's Club of Greenwood and Leflore County,1915,,Active,33.518808,-90.185802,498,W Washington St,Greenwood,MS,Leflore County,38930,US
721,Jefferson Davis Hall at Pearl River Community College,Jefferson Davis,Poplarville,Pearl River,MS,South,"30.845513, -89.543587",30.845513,-89.543587,"-89.543587, 30.845513",Building,Unknown,Unknown,,Active,30.845233,-89.541823,211,Us Hwy 11,Poplarville,MS,Pearl River County,39470,US
722,Jefferson Davis Lake Dam,Jefferson Davis,Prentiss,Jefferson Davis ,MS,South,31.568502 -89.838409,31.568502,-89.838409,"-89.838409, 31.568502",Other,Unknown,Unknown,,Active,31.571701,-89.838957,34,Jesse Bridges Ln,Prentiss,MS,Jefferson Davis County,39474,US
724,Forrest County Agricultural High School,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,"31.069908, -89.187042",31.069908,-89.187042,"-89.187042, 31.069908",School,Unknown,1911,,Active,31.068376,-89.185537,159,Old Hwy 49 E,Hattiesburg,MS,Forrest County,39401,US
725,South Forrest Attendance Center,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,"31.057054, -89.184587",31.057054,-89.184587,"-89.184587, 31.057054",School,Unknown,Unknown,,Active,31.056768,-89.184401,18,Brooklyn Janice Rd,Brooklyn,MS,Forrest County,39425,US
726,North Forrest Elementary School,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.413103, -89.328098",31.413103,-89.328098,"-89.328098, 31.413103",School,Unknown,Unknown,,Active,31.413136,-89.327992,702,Eatonville Rd,Hattiesburg,MS,Forrest County,39401,US
2034,George Elementary School,James Zachariah George,Jackson,Hinds,MS,South,"32.289102, -90.193826",32.289102,-90.193826,"-90.193826, 32.289102",School,Unknown,1907,2018,Removed,32.288995,-90.193687,1050,Hunter St,Jackson,MS,Hinds County,39204,US
2109,Jefferson Davis Highway Marker,Jefferson Davis,Jackson,Hinds,MS,South,"32.300067, -90.180067",32.300067,-90.180067,"-90.180067, 32.300067",Monument,United Daughters of the Confederacy,1926,,Active,32.300145,-90.180278,149,Us Hwy 51,Jackson,MS,Hinds County,39201,US
729,Confederate Memorial Fountain,No specific honoree,Helena,Lewis and Clark,MT,Not a State,"46.593333, -112.040000",46.593333,-112.04,"-112.04, 46.593333",Monument,United Daughters of the Confederacy,1916,2017,Removed,46.593261,-112.039903,561,N Park Ave,Helena,MT,Lewis and Clark County,59601,US
730,Confederate Dam,No specific honoree,Dillon,Beaverhead,MT,Not a State,"44.896705, -113.266073",44.896705,-113.266073,"-113.266073, 44.896705",Other,Unknown,Unknown,,Active,44.89694,-113.268493,24544,State Hwy 324,Dillon,MT,Beaverhead County,59725,US
781,Silent Sam Confederate Soldiers Monument,No specific honoree,Chapel Hill,"Durham?, ?Orange",NC,South,"35.913617, -79.052117",35.913617,-79.052117,"-79.052117, 35.913617",Monument,United Daughters of the Confederacy,1913,,Active,35.913723,-79.052162,199,E Cameron Ave,Chapel Hill,NC,Orange County,27514,US
732,Pender County,William Dorsey Pender,Burgaw,Pender,NC,South,"34.550681, -77.925825",34.550681,-77.925825,"-77.925825, 34.550681",County,Unknown,1875,,Active,34.550703,-77.925809,100,S Wright St,Burgaw,NC,Pender County,28425,US
733,Vance County,Zebulon Baird Vance,Henderson,Vance,NC,South,"36.329358, -78.401723",36.329358,-78.401723,"-78.401723, 36.329358",County,Unknown,1881,,Active,36.329315,-78.401759,156,Church St,Henderson,NC,Vance County,27536,US
734,Hoke County,Robert Hoke,Raeford,Hoke,NC,South,"35.017641, -79.223640",35.017641,-79.22364,"-79.22364, 35.017641",County,Unknown,1911,,Active,35.007039,-79.216962,100,Steele Rd,Raeford,NC,Hoke County,28376,US
735,Lee County,Robert E. Lee,Sanford,Lee,NC,South,"35.490451, -79.172289",35.490451,-79.172289,"-79.172289, 35.490451",County,Unknown,1907,,Active,35.490717,-79.171958,601,N 5th St,Sanford,NC,Lee County,27330,US
736,General Lee Street,Robert E. Lee,Spring Lake,Cumberland,NC,South,"35.245627, -78.877934",35.245627,-78.877934,"-78.877934, 35.245627",Highway / Roadway,Unknown,Unknown,,Active,35.245473,-78.878099,31,General Lee St,Spring Lake,NC,Harnett County,28390,US
737,General Lee Avenue,Robert E. Lee,Fayetteville,Cumberland,NC,South,"35.061489, -78.903364",35.061489,-78.903364,"-78.903364, 35.061489",Highway / Roadway,Unknown,Unknown,,Active,35.06166,-78.903298,1414,General Lee Ave,Fayetteville,NC,Cumberland County,28305,US
738,General Lee Avenue,Robert E. Lee,Dunn,Harnett,NC,South,"35.316850, -78.613496",35.31685,-78.613496,"-78.613496, 35.31685",Highway / Roadway,Unknown,Unknown,,Active,35.316997,-78.613715,605,N General Lee Ave,Dunn,NC,Harnett County,28334,US
